TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20090202,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.979,2.349,0.545,3.725,0.886,2.979,0.0,2.349,0.545,0.0,3.725,0.886,0.0,228.921,-9999,-9999,72.171,72.171,0.0,-9999,-9999,293.154,293.154,0.0,-9999,-9999,259.955,259.955,0.0,-9999,-9999,4.146,4.146,0.0,75.159,75.159,0.0,12.268,12.268,0.0,5.807,5.807,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,23.3283,0.0,-9999,-9999,-9999,-9999,-9999,87.1344,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,-0.102282,0.0,-9999,-9999,-0.1223,0.0,-9999,-9999,-0.109379,0.0,0.00260971,-0.127976,-0.1223,-0.1223,-0.115301,-0.102282,-0.0832017,-0.0798255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165927,0.267131,0.0,-9999,-9999,-0.411145,0.91678,0.0,-9999,-9999,0.143216,0.195984,0.0,-9999,-9999,-0.42639,0.897125,0.0,-9999,-9999,0.107587,0.135893,0.143216,0.148454,0.165927,0.199872,0.205879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.443763,-0.42639,-0.42639,-0.420273,-0.411145,-0.411145,-0.385224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0760612,0.0665603,0.0772795,0.00565954,0.0530859,0.0553437,0.0563514,0.0659368,0.0825299,0.0834404,0.184201,0.17803,0.18886,0.186659,0.00694316,0.140217,0.143256,0.155368,0.18526,0.197162,0.203018,0.312177,0.42254,0.41845,0.52517,0.0310483,0.367958,0.42254,0.42254,0.43408,0.602173,0.633852,0.66873,0.0,0.131421,0.0765533,0.00979746,0.0,0.0,0.0,0.102846,0.121376,0.130578,0.133005,-9999,-9999
20090203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.455,1.617,1.45,3.447,1.449,2.455,0.0,1.617,1.45,0.0,3.447,1.449,0.0,231.114,-9999,-9999,110.009,110.009,0.0,-9999,-9999,294.764,294.764,0.0,-9999,-9999,260.961,260.961,0.0,-9999,-9999,4.476,4.476,0.0,76.405,76.405,0.0,3.734,3.734,0.0,6.994,6.994,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,27.8435,0.0,-9999,-9999,-9999,-9999,-9999,104.251,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.341455,0.0,-9999,-9999,0.328371,0.0,-9999,-9999,0.345862,0.0,0.00325995,0.312737,0.328371,0.328371,0.348886,0.360379,0.366424,0.370209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105861,0.254966,0.0,-9999,-9999,0.5928,0.688656,0.0,-9999,-9999,0.0925899,0.220872,0.0,-9999,-9999,0.580977,0.682916,0.0,-9999,-9999,0.0925899,0.0925899,0.105861,0.121698,0.141544,0.160287,0.169398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513706,0.578167,0.578389,0.580977,0.5928,0.5928,0.5928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0734958,0.064992,0.0750135,0.00556027,0.0510654,0.0533754,0.0544095,0.064264,0.0801704,0.0811964,0.179647,-0.274599,-0.263379,-0.270849,0.00482765,-0.301099,-0.295877,-0.290966,-0.277191,-0.267562,-0.232687,-0.210181,0.402212,0.398061,0.512769,0.0309581,0.35756,0.402212,0.402212,0.429145,0.585157,0.626646,0.661128,0.0,0.199932,0.116454,0.0149016,0.0,0.0,0.0,0.15647,0.184641,0.198651,0.202352,-9999,-9999
20090204,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.788,3.407,0.382,4.238,0.834,3.788,0.0,3.407,0.382,0.0,4.238,0.834,0.0,233.343,-9999,-9999,116.406,116.406,0.0,-9999,-9999,302.685,302.685,0.0,-9999,-9999,265.91,265.91,0.0,-9999,-9999,4.288,4.288,0.0,76.505,76.505,0.0,6.166,6.166,0.0,7.947,7.947,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,21.9572,0.0,-9999,-9999,-9999,-9999,-9999,90.5004,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.45359,0.0,-9999,-9999,0.415704,0.0,-9999,-9999,0.439943,0.0,0.00518322,0.387712,0.415704,0.415704,0.428927,0.459811,0.466707,0.492261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151024,0.240004,0.0,-9999,-9999,0.775191,0.761223,0.0,-9999,-9999,0.100876,0.232813,0.0,-9999,-9999,0.754802,0.77242,0.0,-9999,-9999,0.0956068,0.100876,0.100876,0.124399,0.162091,0.174359,0.223332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702177,0.752521,0.754802,0.754802,0.775191,0.775191,0.775191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0802807,0.0690085,0.0809563,0.00580645,0.0558187,0.0586144,0.0595583,0.0684368,0.0861269,0.0872585,0.191349,-0.356727,-0.346696,-0.358986,0.00557189,-0.400356,-0.397286,-0.39536,-0.356727,-0.341545,-0.320262,-0.3002,0.459068,0.455244,0.545624,0.0311391,0.384571,0.438471,0.440971,0.469542,0.629359,0.644495,0.67996,0.0,0.211581,0.12324,0.0157699,0.0,0.0,0.0,0.165585,0.195399,0.210225,0.214141,-9999,-9999
20090205,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.476,3.019,0.253,4.017,0.512,3.476,0.0,3.019,0.253,0.0,4.017,0.512,0.0,235.607,-9999,-9999,60.817,60.817,0.0,-9999,-9999,312.478,312.478,0.0,-9999,-9999,272.029,272.029,0.0,-9999,-9999,4.005,4.005,0.0,76.091,76.091,0.0,19.14,19.14,0.0,8.854,8.854,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,23.3283,0.0,-9999,-9999,-9999,-9999,-9999,87.1344,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,-0.102282,0.0,-9999,-9999,-0.1223,0.0,-9999,-9999,-0.109379,0.0,0.00260971,-0.127976,-0.1223,-0.1223,-0.115301,-0.102282,-0.0832017,-0.0798255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165927,0.267131,0.0,-9999,-9999,-0.411145,0.91678,0.0,-9999,-9999,0.143216,0.195984,0.0,-9999,-9999,-0.42639,0.897125,0.0,-9999,-9999,0.107587,0.135893,0.143216,0.148454,0.165927,0.199872,0.205879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.443763,-0.42639,-0.42639,-0.420273,-0.411145,-0.411145,-0.385224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0786204,0.0680615,0.0795157,0.00575061,0.0548509,0.0573234,0.0582948,0.0674687,0.0848336,0.0857694,0.188579,0.179996,0.190361,0.188895,0.00701986,0.14221,0.145735,0.157424,0.187244,0.199491,0.205322,0.316555,0.444291,0.44034,0.537562,0.0311066,0.378095,0.435721,0.438205,0.454076,0.618762,0.640453,0.675695,0.0,0.110866,0.0645822,0.00826616,0.0,0.0,0.0,0.0867571,0.102395,0.110154,0.112199,-9999,-9999
20090206,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.829,1.361,0.927,2.382,0.517,1.829,0.0,1.361,0.927,0.0,2.382,0.517,0.0,237.904,-9999,-9999,116.652,116.652,0.0,-9999,-9999,270.527,270.527,0.0,-9999,-9999,245.817,245.817,0.0,-9999,-9999,4.433,4.433,0.0,76.171,76.171,0.0,2.496,2.496,0.0,8.553,8.553,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,27.8435,0.0,-9999,-9999,-9999,-9999,-9999,104.251,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.341455,0.0,-9999,-9999,0.328371,0.0,-9999,-9999,0.345862,0.0,0.00325995,0.312737,0.328371,0.328371,0.348886,0.360379,0.366424,0.370209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105861,0.254966,0.0,-9999,-9999,0.5928,0.688656,0.0,-9999,-9999,0.0925899,0.220872,0.0,-9999,-9999,0.580977,0.682916,0.0,-9999,-9999,0.0925899,0.0925899,0.105861,0.121698,0.141544,0.160287,0.169398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513706,0.578167,0.578389,0.580977,0.5928,0.5928,0.5928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0701691,0.0630892,0.0721251,0.00545081,0.0483628,0.0507898,0.0518785,0.0623144,0.0772147,0.0788636,0.174083,-0.277164,-0.265282,-0.273738,0.00476274,-0.303699,-0.299355,-0.294249,-0.27914,-0.269274,-0.235363,-0.215198,0.372759,0.368364,0.496628,0.0310489,0.344564,0.372759,0.379452,0.42357,0.56389,0.618504,0.652538,0.0,0.212026,0.123499,0.0158031,0.0,0.0,0.0,0.165934,0.19581,0.210667,0.214591,-9999,-9999
20090207,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.392,-0.806,0.902,1.809,1.723,0.392,0.0,-0.806,0.902,0.0,1.809,1.723,0.0,240.233,-9999,-9999,137.043,137.043,0.0,-9999,-9999,235.471,235.471,0.0,-9999,-9999,223.914,223.914,0.0,-9999,-9999,4.855,4.855,0.0,76.81,76.81,0.0,0.0,0.0,0.0,6.658,6.658,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,21.9572,0.0,-9999,-9999,-9999,-9999,-9999,90.5004,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.45359,0.0,-9999,-9999,0.415704,0.0,-9999,-9999,0.439943,0.0,0.00518322,0.387712,0.415704,0.415704,0.428927,0.459811,0.466707,0.492261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151024,0.240004,0.0,-9999,-9999,0.775191,0.761223,0.0,-9999,-9999,0.100876,0.232813,0.0,-9999,-9999,0.754802,0.77242,0.0,-9999,-9999,0.0956068,0.100876,0.100876,0.124399,0.162091,0.174359,0.223332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702177,0.752521,0.754802,0.754802,0.775191,0.775191,0.775191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0633063,0.0588154,0.0660315,0.00518081,0.0430013,0.045678,0.0466906,0.0579606,0.0708426,0.0745314,0.161699,-0.369722,-0.356889,-0.373911,0.00532245,-0.414135,-0.412704,-0.408513,-0.369722,-0.356889,-0.338412,-0.314105,0.319885,0.315401,0.463387,0.0310104,0.315401,0.319885,0.324629,0.409841,0.517911,0.598457,0.631388,0.0,0.248876,0.144959,0.0185478,0.0,0.0,0.0,0.194778,0.229836,0.247282,0.251892,-9999,-9999
20090208,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.902,-0.468,2.823,2.521,2.603,0.902,0.0,-0.468,2.823,0.0,2.521,2.603,0.0,242.594,-9999,-9999,155.021,155.021,0.0,-9999,-9999,246.2,246.2,0.0,-9999,-9999,230.618,230.618,0.0,-9999,-9999,4.762,4.762,0.0,77.95,77.95,0.0,0.0,0.0,0.0,6.467,6.467,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,23.3283,0.0,-9999,-9999,-9999,-9999,-9999,87.1344,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,-0.102282,0.0,-9999,-9999,-0.1223,0.0,-9999,-9999,-0.109379,0.0,0.00260971,-0.127976,-0.1223,-0.1223,-0.115301,-0.102282,-0.0832017,-0.0798255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165927,0.267131,0.0,-9999,-9999,-0.411145,0.91678,0.0,-9999,-9999,0.143216,0.195984,0.0,-9999,-9999,-0.42639,0.897125,0.0,-9999,-9999,0.107587,0.135893,0.143216,0.148454,0.165927,0.199872,0.205879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.443763,-0.42639,-0.42639,-0.420273,-0.411145,-0.411145,-0.385224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0662381,0.0603989,0.0685392,0.00526163,0.0454357,0.0478425,0.0489297,0.0595903,0.0733759,0.0759632,0.166363,0.170559,0.182698,0.177918,0.00659986,0.132174,0.134122,0.147718,0.17495,0.189269,0.193864,0.294339,0.347619,0.343435,0.477521,0.0307026,0.327586,0.347619,0.353742,0.414113,0.536106,0.604696,0.63797,0.0,0.281245,0.163807,0.0209576,0.0,0.0,0.0,0.220117,0.259722,0.279445,0.28466,-9999,-9999
20090209,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.929,2.56,1.368,5.548,2.148,3.929,0.0,2.56,1.368,0.0,5.548,2.148,0.0,244.984,-9999,-9999,140.297,140.297,0.0,-9999,-9999,285.963,285.963,0.0,-9999,-9999,255.462,255.462,0.0,-9999,-9999,4.683,4.683,0.0,78.475,78.475,0.0,0.0,0.0,0.0,4.821,4.821,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,27.8435,0.0,-9999,-9999,-9999,-9999,-9999,104.251,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.341455,0.0,-9999,-9999,0.328371,0.0,-9999,-9999,0.345862,0.0,0.00325995,0.312737,0.328371,0.328371,0.348886,0.360379,0.366424,0.370209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105861,0.254966,0.0,-9999,-9999,0.5928,0.688656,0.0,-9999,-9999,0.0925899,0.220872,0.0,-9999,-9999,0.580977,0.682916,0.0,-9999,-9999,0.0925899,0.0925899,0.105861,0.121698,0.141544,0.160287,0.169398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513706,0.578167,0.578389,0.580977,0.5928,0.5928,0.5928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0813486,0.0694623,0.0818258,0.00582156,0.0563647,0.0594863,0.060387,0.0693565,0.0866767,0.0879253,0.192726,-0.268539,-0.258909,-0.264037,0.00499093,-0.294958,-0.287654,-0.28399,-0.272609,-0.263544,-0.226393,-0.198403,0.472648,0.469138,0.551004,0.0310191,0.388149,0.439309,0.441815,0.47852,0.635213,0.645728,0.681261,0.0,0.25472,0.148361,0.0189827,0.0,0.0,0.0,0.199353,0.235231,0.253088,0.257808,-9999,-9999
20090210,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.282,2.877,1.14,5.943,1.828,4.282,0.0,2.877,1.14,0.0,5.943,1.828,0.0,247.404,-9999,-9999,120.697,120.697,0.0,-9999,-9999,292.829,292.829,0.0,-9999,-9999,259.752,259.752,0.0,-9999,-9999,4.577,4.577,0.0,78.55,78.55,0.0,0.0,0.0,0.0,5.413,5.413,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,21.9572,0.0,-9999,-9999,-9999,-9999,-9999,90.5004,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.45359,0.0,-9999,-9999,0.415704,0.0,-9999,-9999,0.439943,0.0,0.00518322,0.387712,0.415704,0.415704,0.428927,0.459811,0.466707,0.492261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151024,0.240004,0.0,-9999,-9999,0.775191,0.761223,0.0,-9999,-9999,0.100876,0.232813,0.0,-9999,-9999,0.754802,0.77242,0.0,-9999,-9999,0.0956068,0.100876,0.100876,0.124399,0.162091,0.174359,0.223332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702177,0.752521,0.754802,0.754802,0.775191,0.775191,0.775191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0831849,0.0705297,0.083427,0.00588673,0.0574447,0.0609096,0.0617826,0.0705297,0.087986,0.0891837,0.195842,-0.354459,-0.345175,-0.356516,0.00559935,-0.398121,-0.394467,-0.393601,-0.354459,-0.337622,-0.316975,-0.296419,0.488552,0.48516,0.55992,0.0311157,0.395385,0.442478,0.445001,0.488552,0.647055,0.653649,0.686174,0.0,0.219354,0.127767,0.0163491,0.0,0.0,0.0,0.17167,0.202577,0.217949,0.222009,-9999,-9999
20090211,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.523,0.649,2.123,4.737,2.988,2.523,0.0,0.649,2.123,0.0,4.737,2.988,0.0,249.851,-9999,-9999,168.826,168.826,0.0,-9999,-9999,249.819,249.819,0.0,-9999,-9999,232.878,232.878,0.0,-9999,-9999,4.847,4.847,0.0,78.718,78.718,0.0,0.0,0.0,0.0,3.775,3.775,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,23.3283,0.0,-9999,-9999,-9999,-9999,-9999,87.1344,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,-0.102282,0.0,-9999,-9999,-0.1223,0.0,-9999,-9999,-0.109379,0.0,0.00260971,-0.127976,-0.1223,-0.1223,-0.115301,-0.102282,-0.0832017,-0.0798255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165927,0.267131,0.0,-9999,-9999,-0.411145,0.91678,0.0,-9999,-9999,0.143216,0.195984,0.0,-9999,-9999,-0.42639,0.897125,0.0,-9999,-9999,0.107587,0.135893,0.143216,0.148454,0.165927,0.199872,0.205879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.443763,-0.42639,-0.42639,-0.420273,-0.411145,-0.411145,-0.385224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743853,0.0652508,0.075691,0.00555549,0.0519471,0.0541307,0.0551111,0.0646206,0.0807613,0.0816522,0.180485,0.176806,0.18755,0.18507,0.00684599,0.138963,0.141966,0.15423,0.183706,0.195373,0.201249,0.308462,0.416113,0.412359,0.517237,0.0306706,0.360103,0.416113,0.416113,0.429075,0.589318,0.626543,0.66102,0.0,0.306097,0.178278,0.0228078,0.0,0.0,0.0,0.239573,0.282667,0.304138,0.309819,-9999,-9999
20090212,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.074,1.028,3.441,5.492,3.145,3.074,0.0,1.028,3.441,0.0,5.492,3.145,0.0,252.324,-9999,-9999,170.407,170.407,0.0,-9999,-9999,252.651,252.651,0.0,-9999,-9999,234.648,234.648,0.0,-9999,-9999,5.214,5.214,0.0,78.279,78.279,0.0,0.0,0.0,0.0,3.15,3.15,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,27.8435,0.0,-9999,-9999,-9999,-9999,-9999,104.251,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.341455,0.0,-9999,-9999,0.328371,0.0,-9999,-9999,0.345862,0.0,0.00325995,0.312737,0.328371,0.328371,0.348886,0.360379,0.366424,0.370209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105861,0.254966,0.0,-9999,-9999,0.5928,0.688656,0.0,-9999,-9999,0.0925899,0.220872,0.0,-9999,-9999,0.580977,0.682916,0.0,-9999,-9999,0.0925899,0.0925899,0.105861,0.121698,0.141544,0.160287,0.169398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.513706,0.578167,0.578389,0.580977,0.5928,0.5928,0.5928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077595,0.0669528,0.0784278,0.00564509,0.0539994,0.0566601,0.0575667,0.0663686,0.0835059,0.0844269,0.185506,-0.271364,-0.261419,-0.267435,0.00486091,-0.297834,-0.291423,-0.286813,-0.275154,-0.265988,-0.22975,-0.205264,0.447863,0.444531,0.532923,0.0305591,0.372141,0.43078,0.433236,0.458647,0.609017,0.633191,0.668033,0.0,0.308937,0.179932,0.0230192,0.0,0.0,0.0,0.241796,0.285289,0.30696,0.312694,-9999,-9999
20090213,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.905,0.755,2.083,5.447,2.765,2.905,0.0,0.755,2.083,0.0,5.447,2.765,0.0,254.823,-9999,-9999,169.594,169.594,0.0,-9999,-9999,255.812,255.812,0.0,-9999,-9999,236.623,236.623,0.0,-9999,-9999,4.932,4.932,0.0,78.113,78.113,0.0,0.0,0.0,0.0,4.475,4.475,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,21.9572,0.0,-9999,-9999,-9999,-9999,-9999,90.5004,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,22,0,0,0.45359,0.0,-9999,-9999,0.415704,0.0,-9999,-9999,0.439943,0.0,0.00518322,0.387712,0.415704,0.415704,0.428927,0.459811,0.466707,0.492261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151024,0.240004,0.0,-9999,-9999,0.775191,0.761223,0.0,-9999,-9999,0.100876,0.232813,0.0,-9999,-9999,0.754802,0.77242,0.0,-9999,-9999,0.0956068,0.100876,0.100876,0.124399,0.162091,0.174359,0.223332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702177,0.752521,0.754802,0.754802,0.775191,0.775191,0.775191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0763972,0.066407,0.0774408,0.00562359,0.0533673,0.0556938,0.0566414,0.0658019,0.0825522,0.0834629,0.183864,-0.359647,-0.349297,-0.362502,0.00547752,-0.402886,-0.400713,-0.398281,-0.359647,-0.346375,-0.324198,-0.303419,0.43396,0.430361,0.527045,0.0306806,0.367979,0.429657,0.432107,0.443887,0.602206,0.63154,0.666292,0.0,0.307477,0.179082,0.0229106,0.0,0.0,0.0,0.240653,0.283941,0.30551,0.311216,-9999,-9999
