TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20080225,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-10.692,-10.798,1.511,-10.292,0.179,-10.692,0.0,-10.798,1.511,0.0,-10.292,0.179,0.0,4.97955,1.824,1.0,1.12,1.824,1.0,221.84,1.0,222.313,221.84,1.0,-9999,-9999,177.083,177.083,0.0,-9999,-9999,1.096,1.096,0.0,99.137,99.035,1.0,1.509,1.509,0.0,4.863,5.968,1.0,-9999,-9999,1.455,1.0,256.626333333,1.0,0.0,1.0,-13.766,-2.713,-2.454,-2.126,-1.165,-2.063,1.0,1.0,1.0,1.0,1.0,1.0,5.6,1.0,0.757917,1.0,-1.25246,0.0,-9999,-9999,-9999,-9999,-9999,-24.1825,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19,5,0,0,0.0620062,0.0,-9999,-9999,0.0620062,0.0,-9999,-9999,0.053494,0.0,0.00225435,0.0160333,0.0337016,0.0588115,0.059143,0.0620062,0.0620062,0.0624405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058996,0.00577119,0.0,-9999,-9999,0.0626252,0.0014346,0.0,-9999,-9999,0.058996,0.00577119,0.0,-9999,-9999,0.0626252,0.0014346,0.0,-9999,-9999,0.0150597,0.0318364,0.0561815,0.0562494,0.058996,0.058996,0.0598559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169354,0.0349085,0.0585434,0.0591937,0.0613666,0.0620721,0.0626252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34385e-05,4.34385e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0591429,-0.0620063,-0.0534505,0.00226384,-0.0628782,-0.0624403,-0.0620063,-0.0591429,-0.0588114,-0.0337011,-0.0231987,0.122816,0.122816,0.122289,0.00146253,0.107888,0.12073,0.122669,0.122816,0.122816,0.122816,0.122816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20080226,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.502,-12.209,1.012,-13.615,0.241,-12.502,0.0,-12.209,1.012,0.0,-13.615,0.241,0.0,6.70684,2.135,1.0,2.445,2.135,1.0,202.921,1.0,191.907,202.921,1.0,-9999,-9999,139.695,139.695,0.0,-9999,-9999,1.023,1.023,0.0,99.778,99.753,1.0,0.0,0.0,0.0,4.143,8.392,1.0,-9999,0.0,2.00125,1.0,264.173333333,1.0,0.0,1.0,-11.674,-2.731,-2.461,-2.129,-1.168,-2.118,1.0,1.0,1.0,1.0,1.0,1.0,5.6,1.0,-5.84579,1.0,-1.1661,0.0,-9999,-9999,-9999,-9999,-9999,-23.46,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19,5,0,0,0.0594883,0.0,-9999,-9999,0.0595699,0.0,-9999,-9999,0.0519785,0.0,0.00203292,0.0214823,0.0330416,0.054674,0.0573156,0.0594883,0.0595699,0.0597625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057951,0.00290935,0.0,-9999,-9999,0.0549499,0.00137526,0.0,-9999,-9999,0.057951,0.00290935,0.0,-9999,-9999,0.0553269,0.00110056,0.0,-9999,-9999,0.0215812,0.0325196,0.0537634,0.0557473,0.057951,0.057951,0.0586149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0160364,0.0296082,0.0491295,0.0529067,0.0536953,0.0540033,0.0553269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35477e-05,3.35477e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0573156,-0.0595698,-0.0519449,0.00203894,-0.06022,-0.0597624,-0.0595698,-0.0573156,-0.0570707,-0.0370325,-0.0214822,0.113803,0.113803,0.113314,0.00135519,0.0999706,0.11187,0.113667,0.113803,0.113803,0.113803,0.113803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20080227,-9999,-9999,-17.522,0.09,0.0,-9999,-9999,-9999,-13.102,-13.1,0.924,-13.108,0.345,-13.102,0.0,-13.1,0.924,0.0,-13.108,0.345,0.0,8.61114,3.075,1.0,2.957,3.075,1.0,193.016,1.0,190.325,193.016,1.0,-9999,-9999,137.75,137.75,0.0,-9999,-9999,1.03,1.03,0.0,100.211,100.234,1.0,0.0,0.0,0.0,4.116,4.18,1.0,-9999,0.0,2.7725,1.0,242.8855,1.0,0.0,1.0,-17.163,-3.202,-2.872,-2.475,-1.338,-2.399,1.0,0.375,0.375,0.375,0.375,1.0,5.334,0.333333,-16.2978,1.0,-1.15523,0.0,-9999,-9999,-9999,-9999,-9999,-23.4748,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17,7,0,0,0.0784742,0.0,-9999,-9999,0.0785613,0.0,-9999,-9999,0.0723438,0.0,0.00161003,0.0478396,0.0551535,0.0758794,0.0760161,0.0784742,0.0785613,0.0790345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0753311,0.00380736,0.0,-9999,-9999,0.0763265,0.00110294,0.0,-9999,-9999,0.0753311,0.00380736,0.0,-9999,-9999,0.0766141,0.000950253,0.0,-9999,-9999,0.0456452,0.0530178,0.0730616,0.0730616,0.0753311,0.0753311,0.0762852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0472062,0.053466,0.0729744,0.0734607,0.0758608,0.0763265,0.0766141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05242e-05,3.05242e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0762235,-0.0785612,-0.0723132,0.00161923,-0.0799281,-0.0790343,-0.0785612,-0.0760161,-0.0759114,-0.0616226,-0.0515644,0.110769,0.110769,0.110293,0.00131906,0.0973055,0.108887,0.110636,0.110769,0.110769,0.110769,0.110769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20080228,-16.147,0.0,-15.402,3.419,0.0,-17.956,0.019,0.0,-14.883,-14.81,0.726,-15.06,0.254,-14.883,0.0,-14.81,0.726,0.0,-15.06,0.254,0.0,10.6818,3.927,1.0,3.533,3.927,1.0,176.486,1.0,184.279,176.486,1.0,145.378,0.0,130.315,130.315,0.0,0.701,0.0,1.03,1.03,0.0,100.756,100.889,1.0,0.0,0.0,0.0,3.122,3.07,0.166667,-9999,0.0,3.36666666667,1.0,-9999,0.0,0.0,1.0,-13.605,-3.672,-3.288,-2.826,-1.522,-2.147,1.0,0.0,0.0,0.0,0.0,1.0,5.144,0.0,-8.31238,1.0,-1.96486,0.0,-9999,-9999,-9999,1.14726,-9999,-26.4921,0.0,-9999,-9999,-9999,5.66292,-9999,-9999,-9999,17,7,4,0,0.0948632,0.0,0.0953103,0.0956504,0.0950031,0.0,0.0953103,0.0956504,0.0907591,0.0,0.00108404,0.0730914,0.0787444,0.0909363,0.0936412,0.0948491,0.0948632,0.0950031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105749,0.0704506,0.0,0.0918454,0.0920988,0.0566036,0.000739237,0.0,-9999,-9999,0.105749,0.0704506,0.0,0.0918454,0.0920988,0.0570656,0.000520627,0.0,-9999,-9999,0.0875465,0.0920939,0.102096,0.104515,0.105749,0.105749,0.106077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323552,0.0383829,0.0531207,0.0551802,0.0557595,0.0560209,0.0570656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27845e-05,2.27845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0936413,-0.095003,-0.0907363,0.00108721,-0.0951739,-0.095003,-0.0948491,-0.0936413,-0.0934302,-0.084406,-0.0744115,0.101561,0.101561,0.101125,0.00120941,0.0892171,0.0998363,0.10144,0.101561,0.101561,0.101561,0.101561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20080229,-10.896,0.0,-10.946,0.218,0.0,-10.775,0.0,0.0,-15.099,-15.114,0.92,-15.06,0.254,-15.099,0.0,-15.114,0.92,0.0,-15.06,0.254,0.0,12.9105,4.449,1.0,3.624,4.449,1.0,168.651,1.0,184.088,168.651,1.0,180.035,0.0,130.08,130.08,0.0,0.927,0.0,1.03,1.03,0.0,100.817,100.751,1.0,0.0,0.0,0.0,2.982,2.982,0.0,-9999,0.0,3.8225,1.0,-9999,0.0,0.0,1.0,-13.157,-4.092,-3.614,-3.077,-1.663,-2.121,1.0,0.25,0.25,0.25,0.25,1.0,5.089,0.25,-7.78458,1.0,-2.83477,0.0,-9999,-9999,-9999,0.468675,-9999,-26.2566,0.0,-9999,-9999,-9999,2.70507,-9999,-9999,-9999,17,7,17,7,0.00893852,0.0,0.0394484,0.0394484,0.00893852,0.0,0.0394484,0.0394484,0.0122458,0.0,0.00225767,0.00390886,0.00893852,0.00893852,0.00893852,0.00893852,0.00893852,0.061337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192275,0.0610918,0.0,0.0452861,0.0452861,-0.017163,3.74743e-18,0.0,0.069939,0.069939,0.0192275,0.0610918,0.0,0.0452861,0.0452861,-0.017163,3.74743e-18,0.0,0.069939,0.069939,0.0123849,0.0192275,0.0192275,0.0192275,0.0192275,0.0192275,0.0674672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017163,-0.017163,-0.017163,-0.017163,-0.017163,-0.017163,0.0388042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19879e-05,2.19879e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00893857,-0.00893857,-0.0122239,0.00224545,-0.0613368,-0.00893857,-0.00893857,-0.00893857,-0.00893857,-0.00893857,-0.00390894,0.100424,0.100424,0.0999924,0.00119587,0.0882176,0.0987179,0.100304,0.100424,0.100424,0.100424,0.100424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20080301,-12.303,0.0,-12.328,0.612,0.0,-12.241,0.182,0.0,-17.793,-17.588,1.078,-18.29,0.485,-17.793,0.0,-17.588,1.078,0.0,-18.29,0.485,0.0,15.2903,8.072,1.0,4.693,8.072,1.0,189.039,1.0,185.191,189.039,1.0,166.042,0.0,131.437,131.437,0.0,0.859,0.0,0.997,0.997,0.0,100.115,99.977,1.0,0.0,0.0,0.0,4.065,4.065,0.0,-9999,0.0,6.3275,1.0,-9999,0.0,0.0,1.0,-14.101,-4.657,-4.012,-3.344,-1.797,-2.192,1.0,1.0,1.0,1.0,1.0,1.0,4.974,1.0,-4.7993,1.0,-1.7729,0.0,-9999,-9999,-9999,0.376849,-9999,-26.7047,0.0,-9999,-9999,-9999,2.48186,-9999,-9999,-9999,17,7,17,7,0.0129758,0.0,0.0380847,0.0381909,0.0129758,0.0,0.0380847,0.0381909,0.0108414,0.0,0.00117883,-0.00827386,0.00968746,0.0126273,0.0126273,0.0129758,0.0153777,0.0180953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000874401,0.00924981,0.0,0.043079,0.0430796,0.0449947,0.0391841,0.0,0.0699112,0.0704703,-0.000874401,0.00924981,0.0,0.043079,0.0430796,0.0449947,0.0391841,0.0,0.0699112,0.0704703,-0.0245772,-0.00131991,-0.00131991,-0.00131991,-0.000874401,-0.000874401,0.00715694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323513,0.0352122,0.0414872,0.0449253,0.0449947,0.0529305,0.0529305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31986e-05,1.31986e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0126272,-0.0129757,-0.0108282,0.00117642,-0.0189741,-0.0153777,-0.0153776,-0.0126272,-0.0126272,-0.00968742,0.00815396,0.0860557,0.0860557,0.0856862,0.00102477,0.0755959,0.084594,0.0859527,0.0860557,0.0860557,0.0860557,0.0860557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20080302,-14.52,0.0,-14.542,0.418,0.0,-14.469,0.154,0.0,-15.379,-15.431,1.849,-15.252,0.693,-15.379,0.0,-15.431,1.849,0.0,-15.252,0.693,0.0,17.8155,6.201,1.0,3.358,6.201,1.0,186.457,1.0,203.153,186.457,1.0,176.082,0.0,153.523,153.523,0.0,0.785,0.0,1.023,1.023,0.0,99.643,99.764,1.0,1.384,1.384,0.0,3.318,3.318,0.0,-9999,0.0,5.09875,1.0,-9999,0.0,0.0,1.0,-14.802,-4.738,-4.089,-3.415,-1.831,-2.282,1.0,1.0,1.0,1.0,1.0,1.0,4.883,1.0,-4.9191,1.0,-1.32551,0.0,-9999,-9999,-9999,0.152556,-9999,-24.5209,0.0,-9999,-9999,-9999,2.15884,-9999,-9999,-9999,17,7,17,7,0.0473784,0.0,0.0355947,0.0377889,0.0473784,0.0,0.0361885,0.0383487,0.0403737,0.0,0.00189398,0.00814483,0.0245558,0.0368511,0.0453417,0.0473784,0.0499343,0.0499343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357099,0.0065638,0.0,0.0404999,0.0419882,0.0698109,0.0294264,0.0,0.0644691,0.0666745,0.0357099,0.0065638,0.0,0.0412495,0.0427117,0.0698109,0.0294264,0.0,0.0652697,0.0674488,-0.00705582,0.0130373,0.0333702,0.0333702,0.0351973,0.0351973,0.0357099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394678,0.0454875,0.0479666,0.0687642,0.0698109,0.0795004,0.0795004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13133e-05,2.13133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0453418,-0.0473782,-0.0403523,0.00189857,-0.049934,-0.049934,-0.0473782,-0.0453418,-0.036851,-0.0245558,-0.0164663,0.0988922,0.0988922,0.0984676,0.00117763,0.0868723,0.0972124,0.0987739,0.0988922,0.0988922,0.0988922,0.0988922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20080303,-15.707,0.0,-15.732,0.285,0.0,-15.658,0.207,0.0,-13.957,-13.773,1.985,-14.326,0.925,-13.957,0.0,-13.773,1.985,0.0,-14.326,0.925,0.0,20.4808,7.976,1.0,6.289,7.976,1.0,206.392,1.0,197.548,206.392,1.0,148.776,0.0,146.631,146.631,0.0,0.739,0.0,1.074,1.074,0.0,100.203,100.287,1.0,0.672,0.672,0.0,3.586,3.586,0.0,-9999,-9999,6.49291666667,1.0,-9999,-9999,0.0,1.0,-15.099,-4.77,-4.135,-3.464,-1.857,-2.367,1.0,1.0,1.0,1.0,1.0,1.0,4.872,1.0,-4.42297,1.0,-1.21298,0.0,-9999,-9999,-9999,0.166623,-9999,-23.4011,0.0,-9999,-9999,-9999,2.09675,-9999,-9999,-9999,16,8,16,8,0.0657258,0.0,0.0356042,0.0378254,0.0657258,0.0,0.0363346,0.0385136,0.0581705,0.0,0.00193599,0.0273916,0.0401836,0.0566344,0.0623645,0.0657258,0.0657258,0.0683795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059054,0.00511213,0.0,0.041944,0.0441862,0.0719013,0.0120676,0.0,0.0596431,0.0609589,0.059054,0.00511213,0.0,0.0427276,0.0449307,0.0719013,0.0120676,0.0,0.061082,0.0623675,0.0145707,0.0312604,0.0562266,0.0563072,0.059054,0.059054,0.0594486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497229,0.0513845,0.0536475,0.0678389,0.0719013,0.0765788,0.078784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71354e-05,2.71354e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0634716,-0.0657258,-0.0581434,0.00194236,-0.0686516,-0.0683793,-0.0657258,-0.0634716,-0.0566345,-0.0401832,-0.0326238,0.106294,0.106294,0.105838,0.00126577,0.0933746,0.104489,0.106167,0.106294,0.106294,0.106294,0.106294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20080304,-16.71,0.0,-16.685,0.241,0.0,-16.751,0.138,0.0,-15.246,-15.343,0.97,-15.084,0.764,-15.246,0.0,-15.343,0.97,0.0,-15.084,0.764,0.0,23.282,6.468,1.0,8.641,6.468,1.0,178.393,1.0,185.696,178.393,1.0,145.006,0.0,132.058,132.058,0.0,0.695,0.0,1.08,1.08,0.0,100.774,100.822,1.0,0.0,0.0,0.0,2.95,2.95,0.0,-9999,0.0,5.46291666667,1.0,-9999,0.0,0.0,1.0,-15.752,-4.796,-4.179,-3.516,-1.887,-2.458,1.0,1.0,1.0,1.0,1.0,1.0,4.865,1.0,-5.3408,1.0,-1.14723,0.0,-9999,-9999,-9999,0.159149,-9999,-22.9066,0.0,-9999,-9999,-9999,2.10971,-9999,-9999,-9999,15,9,15,9,0.06344,0.0,0.0344512,0.0366161,0.0638129,0.0,0.0354616,0.0375683,0.0561904,0.0,0.00186392,0.0282715,0.0389648,0.0570239,0.0611464,0.063377,0.063772,0.0638129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0586214,0.00288071,0.0,0.0417429,0.043578,0.0653211,0.0123613,0.0,0.0547486,0.0557743,0.0586214,0.00288071,0.0,0.0430543,0.0448358,0.0662793,0.0127942,0.0,0.0561692,0.0571694,0.0226795,0.033595,0.0547164,0.0563907,0.0586214,0.0586214,0.0595153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342041,0.0440268,0.0515077,0.063145,0.065139,0.0653211,0.0662793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14658e-05,2.14658e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0619224,-0.0638129,-0.0561688,0.00186821,-0.0638129,-0.0637719,-0.0633769,-0.0611463,-0.0570238,-0.041208,-0.0282714,0.0996452,0.0996452,0.0992174,0.0011866,0.0875337,0.0979527,0.099526,0.0996452,0.0996452,0.0996452,0.0996452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20080305,-17.366,0.0,-17.407,0.193,0.0,-17.297,0.183,0.0,-14.68,-14.698,0.955,-14.651,0.349,-14.68,0.0,-14.698,0.955,0.0,-14.651,0.349,0.0,26.2147,9.609,1.0,3.268,9.609,1.0,204.904,1.0,220.583,204.904,1.0,148.466,0.0,174.955,174.955,0.0,0.664,0.0,1.028,1.028,0.0,100.021,100.013,1.0,1.083,1.083,0.0,3.751,3.751,0.0,-9999,0.0,7.40958333333,1.0,-9999,0.0,0.0,1.0,-15.433,-4.826,-4.226,-3.574,-1.922,-2.535,1.0,1.0,1.0,1.0,1.0,1.0,4.849,1.0,-2.98686,1.0,-1.12844,0.0,-9999,-9999,-9999,0.152768,-9999,-23.1838,0.0,-9999,-9999,-9999,2.14464,-9999,-9999,-9999,15,9,15,9,0.0821241,0.0,0.0335872,0.035389,0.0825163,0.0,0.0352293,0.0369511,0.0759276,0.0,0.00165299,0.0519287,0.0602205,0.0754626,0.0799661,0.0821241,0.0825163,0.0836703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0760999,0.0046942,0.0,0.0407186,0.042229,0.0842031,0.00845048,0.0,0.0533276,0.0547448,0.0760999,0.0046942,0.0,0.0428479,0.0442857,0.0852111,0.0084683,0.0,0.0556398,0.0569995,0.0468765,0.053714,0.0737051,0.0738252,0.0760999,0.0760999,0.0767891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0501892,0.06046,0.0707301,0.082449,0.0842201,0.0852111,0.0855639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3632e-05,2.3632e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0806553,-0.0825163,-0.0759039,0.00166118,-0.0836702,-0.0829512,-0.0825163,-0.080369,-0.0754626,-0.0644407,-0.0530323,0.102614,0.102614,0.102174,0.00122196,0.0901421,0.100871,0.102492,0.102614,0.102614,0.102614,0.102614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20080306,-16.076,0.25,-15.088,3.53,0.4,-17.723,0.189,0.0,-13.643,-13.612,0.846,-13.696,0.158,-12.753,0.25,-12.187,1.155,0.4,-13.696,0.158,0.0,29.276,14.045,1.0,8.264,14.045,1.0,208.18,1.0,211.527,208.18,1.0,152.304,0.25,163.82,168.588,0.25,0.708,0.25,0.998,0.973,0.25,99.975,100.075,1.0,0.41,0.41,0.0,2.795,2.795,0.0,-9999,0.0,11.26875,1.0,-9999,0.0,0.0,1.0,-14.633,-4.85,-4.269,-3.628,-1.957,-2.58,1.0,1.0,1.0,1.0,1.0,1.0,4.834,1.0,-1.44984,1.0,-1.90082,0.25,-9999,-9999,-9999,0.154894,-9999,-26.2246,0.25,-9999,-9999,-9999,2.24864,-9999,-9999,-9999,15,9,15,9,0.104061,0.208333,0.0325854,0.0334947,0.103569,0.208333,0.0348074,0.0356601,0.0994419,0.208333,0.00111696,0.0836317,0.088633,0.097406,0.102103,0.103569,0.104136,0.105191,0.208333,0.208333,0.208333,0.208333,0.208333,0.208333,0.208333,0.11356,0.0717888,0.333333,0.039643,0.0401417,0.0781415,0.0183378,0.0,0.0514411,0.0522459,0.11356,0.0717888,0.333333,0.0422227,0.0426913,0.0768791,0.0157273,0.0,0.0552122,0.0559628,0.0968141,0.100944,0.11008,0.112353,0.11356,0.11356,0.113679,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.333333,0.0525974,0.0606835,0.064666,0.0751228,0.0768791,0.0789536,0.0802456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2363e-05,3.2363e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.102591,-0.103569,-0.0994095,0.00112542,-0.105191,-0.104922,-0.103569,-0.102103,-0.0974061,-0.0912138,-0.085068,0.112524,0.112524,0.112041,0.00133996,0.0988469,0.110612,0.112389,0.112524,0.112524,0.112524,0.112524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
