TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20090207,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.33,8.374,1.229,10.559,2.172,9.33,0.0,8.374,1.229,0.0,10.559,2.172,0.0,244.358,-9999,-9999,112.607,112.607,0.0,-9999,-9999,309.698,309.698,0.0,-9999,-9999,345.864,345.864,0.0,-9999,-9999,1.104,1.104,0.0,99.302,99.302,0.0,4.341,4.341,0.0,0.776,0.776,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.9957,0.0,22.4468,-9999,-9999,-9999,-9999,25.6104,0.0,28.7497,-9999,-9999,-9999,-9999,11.0,3,27,21,0,0,-0.905379,0.0,-9999,-9999,-0.77005,0.0,-9999,-9999,-0.759566,0.0,0.0259346,-1.05438,-0.905379,-0.823436,-0.749958,-0.699155,-0.629594,-0.42817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339188,0.612472,0.0,-9999,-9999,-2.43031,1.50193,0.0,-9999,-9999,0.599345,0.985515,0.0,-9999,-9999,-2.46671,1.4592,0.0,-9999,-9999,0.154735,0.154735,0.421158,0.421158,0.732893,0.748494,0.968791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.71307,-2.52135,-2.52135,-2.19336,-2.19336,-2.18869,-2.13413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559924,0.522556,0.732348,0.112166,0.0566782,0.101898,0.156771,0.620523,0.620523,1.30551,2.7764,1.28709,1.29261,1.49191,0.0985881,0.786366,1.12021,1.15628,1.37048,1.4653,1.73368,3.3175,2.34104,1.88102,1.86067,0.132956,0.408261,0.630395,1.33207,2.06489,2.34104,2.34104,3.33286,2.88016,3.54198,3.03274,0.0469305,2.7021,2.7021,2.86419,2.88016,3.38269,3.43712,3.49061,-9999,-9999
20090208,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.045,8.194,0.77,10.14,1.33,9.045,0.0,8.194,0.77,0.0,10.14,1.33,0.0,246.701,-9999,-9999,86.599,86.599,0.0,-9999,-9999,326.997,326.997,0.0,-9999,-9999,363.563,363.563,0.0,-9999,-9999,0.512,0.512,0.0,99.609,99.609,0.0,3.243,3.243,0.0,1.144,1.144,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.7685,0.0,22.1489,-9999,-9999,-9999,-9999,25.3675,0.0,28.422,-9999,-9999,-9999,-9999,11.0,3,27,21,0,0,-1.07907,0.0,-9999,-9999,-0.993041,0.0,-9999,-9999,-0.955948,0.0,0.0344085,-1.35247,-1.13885,-1.07907,-0.908649,-0.879293,-0.879293,-0.575872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37973,0.756791,0.0,-9999,-9999,-2.86501,1.53061,0.0,-9999,-9999,0.534211,0.939336,0.0,-9999,-9999,-2.87414,1.51853,0.0,-9999,-9999,0.107981,0.162556,0.393041,0.557445,0.699795,0.818595,1.08929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.38992,-3.11782,-3.11782,-2.71745,-2.65346,-2.65346,-2.65346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548589,0.511978,0.715586,0.108835,0.0553968,0.100045,0.154676,0.607961,0.607961,1.28853,2.687,1.52698,1.50502,1.67153,0.0885703,1.10942,1.37501,1.45252,1.48725,1.62766,1.8644,3.30495,2.33089,1.87286,1.8396,0.130688,0.406491,0.627661,1.32629,2.05593,2.33089,2.33089,3.25016,2.59932,2.93625,2.62924,0.0486274,2.11456,2.11456,2.59932,2.59932,2.81422,2.88323,3.26877,-9999,-9999
20090209,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.747,5.53,1.638,6.005,0.951,5.747,0.0,5.53,1.638,0.0,6.005,0.951,0.0,249.072,-9999,-9999,114.689,114.689,0.0,-9999,-9999,275.922,275.922,0.0,-9999,-9999,311.308,311.308,0.0,-9999,-9999,1.027,1.027,0.0,99.667,99.667,0.0,6.909,6.909,0.0,2.001,2.001,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.6464,0.0,21.9901,-9999,-9999,-9999,-9999,26.1831,0.0,29.3066,-9999,-9999,-9999,-9999,11.0,3,26,22,0,0,-0.58795,0.0,-9999,-9999,-0.534042,0.0,-9999,-9999,-0.567929,0.0,0.0418751,-1.03902,-1.01251,-0.686956,-0.402019,-0.402019,-0.383326,-0.246697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91174,1.45754,0.0,-9999,-9999,-2.31368,2.06708,0.0,-9999,-9999,1.00764,1.54717,0.0,-9999,-9999,-2.31368,2.06708,0.0,-9999,-9999,0.176055,0.202463,0.666697,0.800986,0.91174,1.04238,1.19715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.91671,-2.41263,-2.3926,-1.93349,-1.79187,-1.79187,-1.79187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435511,0.406446,0.556698,0.0800147,0.043008,0.0810339,0.131577,0.482645,0.482645,1.10034,1.91686,0.882908,0.940489,1.12463,0.0644911,0.818534,0.882908,0.884664,0.884664,1.12005,1.34704,2.21665,2.19983,1.76755,1.63469,0.113907,0.383635,0.592369,1.12068,1.94034,2.19983,2.19983,2.47279,2.90236,3.57201,3.06272,0.0472011,2.74413,2.74413,2.89099,2.90236,3.4067,3.47366,3.5285,-9999,-9999
20090210,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.975,3.178,2.175,7.099,3.612,4.975,0.0,3.178,2.175,0.0,7.099,3.612,0.0,251.473,-9999,-9999,174.233,174.233,0.0,-9999,-9999,237.625,237.625,0.0,-9999,-9999,272.127,272.127,0.0,-9999,-9999,2.366,2.366,0.0,100.506,100.506,0.0,0.0,0.0,0.0,1.114,1.114,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.9957,0.0,22.3587,-9999,-9999,-9999,-9999,25.6104,0.0,28.637,-9999,-9999,-9999,-9999,11.0,3,26,22,0,0,-0.905379,0.0,-9999,-9999,-0.77005,0.0,-9999,-9999,-0.759566,0.0,0.0259346,-1.05438,-0.905379,-0.823436,-0.749958,-0.699155,-0.629594,-0.42817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386093,0.573017,0.0,-9999,-9999,-2.35985,1.50253,0.0,-9999,-9999,0.656256,0.958719,0.0,-9999,-9999,-2.39461,1.46364,0.0,-9999,-9999,0.213136,0.213136,0.435115,0.435115,0.780074,0.800763,1.03184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.61291,-2.46873,-2.44375,-2.11968,-2.09102,-2.09102,-2.05957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416794,0.388978,0.533355,0.0766608,0.0411147,0.0776643,0.126796,0.461901,0.461901,1.06094,1.83407,1.14775,1.15903,1.29292,0.0632416,0.756391,0.980581,1.13205,1.21186,1.32217,1.48911,2.37517,2.16368,1.73851,1.60003,0.111192,0.377332,0.582636,1.08657,1.90845,2.16368,2.16368,2.36272,3.38278,4.71854,3.83565,0.0849505,3.21133,3.38278,3.38278,3.74829,4.34885,4.45271,4.79491,-9999,-9999
20090211,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.078,4.284,1.865,8.198,2.473,6.078,0.0,4.284,1.865,0.0,8.198,2.473,0.0,253.9,-9999,-9999,102.217,102.217,0.0,-9999,-9999,282.045,282.045,0.0,-9999,-9999,317.573,317.573,0.0,-9999,-9999,1.895,1.895,0.0,100.474,100.474,0.0,0.082,0.082,0.0,0.938,0.938,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.7685,0.0,22.1043,-9999,-9999,-9999,-9999,25.3675,0.0,28.3647,-9999,-9999,-9999,-9999,11.0,3,26,22,0,0,-1.07907,0.0,-9999,-9999,-0.993041,0.0,-9999,-9999,-0.955948,0.0,0.0344085,-1.35247,-1.13885,-1.07907,-0.908649,-0.879293,-0.879293,-0.575872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428195,0.727797,0.0,-9999,-9999,-2.7748,1.5525,0.0,-9999,-9999,0.588617,0.913526,0.0,-9999,-9999,-2.78351,1.5417,0.0,-9999,-9999,0.145319,0.152066,0.442017,0.576644,0.746306,0.869675,1.13955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.25899,-3.01532,-3.01532,-2.57414,-2.5302,-2.5302,-2.51539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.449968,0.419938,0.578289,0.0842371,0.0446581,0.0833714,0.134135,0.498666,0.498666,1.12099,2.03447,1.43068,1.41298,1.53424,0.0644373,1.08888,1.2784,1.37796,1.37796,1.52904,1.69687,2.65242,2.21075,1.77633,1.66083,0.115186,0.38554,0.595311,1.23361,1.94997,2.21075,2.21075,2.58004,2.80242,3.31714,2.89793,0.0467219,2.47036,2.47036,2.79813,2.80242,3.19766,3.21598,3.45585,-9999,-9999
20090212,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.45,5.171,1.699,7.841,2.351,6.45,0.0,5.171,1.699,0.0,7.841,2.351,0.0,256.353,-9999,-9999,131.389,131.389,0.0,-9999,-9999,274.847,274.847,0.0,-9999,-9999,310.208,310.208,0.0,-9999,-9999,1.871,1.871,0.0,100.455,100.455,0.0,1.018,1.018,0.0,1.071,1.071,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.6464,0.0,21.9457,-9999,-9999,-9999,-9999,26.1831,0.0,29.2475,-9999,-9999,-9999,-9999,11.0,3,25,23,0,0,-0.58795,0.0,-9999,-9999,-0.534042,0.0,-9999,-9999,-0.567929,0.0,0.0418751,-1.03902,-1.01251,-0.686956,-0.402019,-0.402019,-0.383326,-0.246697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00883,1.39916,0.0,-9999,-9999,-2.27898,2.0264,0.0,-9999,-9999,1.13505,1.43312,0.0,-9999,-9999,-2.30776,2.01976,0.0,-9999,-9999,0.221805,0.240887,0.732073,0.838017,1.00883,1.11644,1.24212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.83197,-2.40241,-2.33065,-1.84626,-1.71938,-1.71938,-1.71938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460792,0.43004,0.592705,0.0866085,0.0458028,0.0852491,0.136592,0.510662,0.510662,1.14113,2.0963,0.908515,0.964083,1.16063,0.0705816,0.823548,0.908515,0.912681,0.912681,1.12427,1.38782,2.39608,2.22693,1.78933,1.68049,0.116673,0.388361,0.599668,1.26714,1.96424,2.22693,2.22693,2.64957,3.10545,3.96173,3.3368,0.0534781,3.02428,3.10545,3.10545,3.11929,3.71073,3.76291,3.91739,-9999,-9999
20090213,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.555,3.572,0.667,5.624,0.549,4.555,0.0,3.572,0.667,0.0,5.624,0.549,0.0,258.831,-9999,-9999,31.047,31.047,0.0,-9999,-9999,294.805,294.805,0.0,-9999,-9999,330.627,330.627,0.0,-9999,-9999,0.325,0.325,0.0,100.093,100.093,0.0,9.576,9.576,0.0,1.307,1.307,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.9957,0.0,22.3141,-9999,-9999,-9999,-9999,25.6104,0.0,28.5798,-9999,-9999,-9999,-9999,11.0,3,25,23,0,0,-0.905379,0.0,-9999,-9999,-0.77005,0.0,-9999,-9999,-0.759566,0.0,0.0259346,-1.05438,-0.905379,-0.823436,-0.749958,-0.699155,-0.629594,-0.42817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444585,0.499367,0.0,-9999,-9999,-2.30404,1.49218,0.0,-9999,-9999,0.769609,0.780669,0.0,-9999,-9999,-2.38517,1.43071,0.0,-9999,-9999,0.260369,0.260369,0.453141,0.453141,0.817982,0.919897,1.0691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54138,-2.40346,-2.40346,-2.02316,-2.00078,-2.00078,-1.97731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.397453,0.370928,0.504428,0.0710669,0.0388997,0.0745494,0.123441,0.440468,0.440468,1.03389,1.67565,1.12652,1.14098,1.26399,0.057659,0.753035,0.958085,1.12893,1.19043,1.30283,1.46206,2.21675,2.15045,1.72788,1.56583,0.110257,0.375024,0.579073,0.935686,1.89678,2.15045,2.15045,2.21847,1.49908,1.27154,1.37884,0.06124,0.788635,0.879935,1.13645,1.49908,1.49908,1.66241,2.20904,-9999,-9999
20090214,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.806,4.314,2.527,7.429,2.958,5.806,0.0,4.314,2.527,0.0,7.429,2.958,0.0,261.333,-9999,-9999,131.236,131.236,0.0,-9999,-9999,279.85,279.85,0.0,-9999,-9999,315.327,315.327,0.0,-9999,-9999,1.743,1.743,0.0,100.138,100.138,0.0,0.0,0.0,0.0,0.992,0.992,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.7685,0.0,22.0606,-9999,-9999,-9999,-9999,25.3675,0.0,28.3087,-9999,-9999,-9999,-9999,11.0,3,25,23,0,0,-1.07907,0.0,-9999,-9999,-0.993041,0.0,-9999,-9999,-0.955948,0.0,0.0344085,-1.35247,-1.13885,-1.07907,-0.908649,-0.879293,-0.879293,-0.575872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48403,0.683611,0.0,-9999,-9999,-2.69623,1.56291,0.0,-9999,-9999,0.650869,0.874268,0.0,-9999,-9999,-2.70456,1.55311,0.0,-9999,-9999,0.189839,0.189839,0.498405,0.588462,0.814866,0.94317,1.18222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.15937,-2.92629,-2.92629,-2.49519,-2.40797,-2.40797,-2.40797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441948,0.412453,0.567435,0.0824071,0.043803,0.0819888,0.132345,0.489778,0.489778,1.10634,1.98626,1.42323,1.40549,1.52338,0.0626769,1.08709,1.27111,1.36907,1.36907,1.52102,1.68221,2.60421,2.19906,1.76693,1.64595,0.114151,0.383501,0.592163,1.19794,1.93966,2.19906,2.19906,2.52768,3.0709,3.9263,3.30681,0.053243,2.99201,3.0709,3.0709,3.10778,3.67208,3.72516,3.88816,-9999,-9999
20090215,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.637,6.962,2.204,10.457,2.484,8.637,0.0,6.962,2.204,0.0,10.457,2.484,0.0,263.857,-9999,-9999,134.626,134.626,0.0,-9999,-9999,274.409,274.409,0.0,-9999,-9999,309.76,309.76,0.0,-9999,-9999,3.9,3.9,0.0,99.594,99.594,0.0,0.0,0.0,0.0,2.523,2.523,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.6464,0.0,22.084,-9999,-9999,-9999,-9999,26.1831,0.0,29.4318,-9999,-9999,-9999,-9999,11.0,3,25,23,0,0,-0.58795,0.0,-9999,-9999,-0.534042,0.0,-9999,-9999,-0.567929,0.0,0.0418751,-1.03902,-1.01251,-0.686956,-0.402019,-0.402019,-0.383326,-0.246697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00883,1.39916,0.0,-9999,-9999,-2.27898,2.0264,0.0,-9999,-9999,1.13505,1.43312,0.0,-9999,-9999,-2.30776,2.01976,0.0,-9999,-9999,0.221805,0.240887,0.732073,0.838017,1.00883,1.11644,1.24212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.83197,-2.40241,-2.33065,-1.84626,-1.71938,-1.71938,-1.71938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.537354,0.501492,0.701219,0.106625,0.0542338,0.098064,0.152,0.595509,0.595509,1.26656,2.63129,0.985373,1.03553,1.26915,0.0895554,0.838957,0.985373,0.997528,0.997528,1.13708,1.51326,2.93107,2.31266,1.85821,1.82004,0.128669,0.403311,0.622751,1.31591,2.03985,2.31266,2.31266,3.1811,3.10356,4.00358,3.35681,0.0552648,3.01459,3.10356,3.10356,3.18449,3.69694,3.78991,3.97263,-9999,-9999
20090216,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.737,7.612,0.734,7.872,0.479,7.737,0.0,7.612,0.734,0.0,7.872,0.479,0.0,266.403,-9999,-9999,29.699,29.699,0.0,-9999,-9999,326.726,326.726,0.0,-9999,-9999,363.285,363.285,0.0,-9999,-9999,0.874,0.874,0.0,98.971,98.971,0.0,14.911,14.911,0.0,2.581,2.581,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.9957,0.0,22.6392,-9999,-9999,-9999,-9999,25.6104,0.0,28.9962,-9999,-9999,-9999,-9999,11.0,3,25,23,0,0,-0.905379,0.0,-9999,-9999,-0.77005,0.0,-9999,-9999,-0.759566,0.0,0.0259346,-1.05438,-0.905379,-0.823436,-0.749958,-0.699155,-0.629594,-0.42817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444585,0.499367,0.0,-9999,-9999,-2.30404,1.49218,0.0,-9999,-9999,0.769609,0.780669,0.0,-9999,-9999,-2.38517,1.43071,0.0,-9999,-9999,0.260369,0.260369,0.453141,0.453141,0.817982,0.919897,1.0691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54138,-2.40346,-2.40346,-2.02316,-2.00078,-2.00078,-1.97731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501422,0.467958,0.648237,0.0962138,0.0501761,0.0921885,0.145346,0.555689,0.555689,1.21265,2.34989,1.22705,1.23801,1.4078,0.0826043,0.77494,1.05839,1.14657,1.30565,1.4068,1.64083,2.89099,2.28052,1.83239,1.75378,0.122577,0.397707,0.614098,1.29763,2.01151,2.28052,2.28052,2.91955,1.37377,1.19714,1.27309,0.0533147,0.752039,0.838879,1.07567,1.37377,1.37377,1.51185,1.99882,-9999,-9999
20090217,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.138,6.024,0.817,8.349,0.951,7.138,0.0,6.024,0.817,0.0,8.349,0.951,0.0,268.969,-9999,-9999,106.523,106.523,0.0,-9999,-9999,305.102,305.102,0.0,-9999,-9999,341.162,341.162,0.0,-9999,-9999,0.526,0.526,0.0,100.082,100.082,0.0,6.402,6.402,0.0,1.492,1.492,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.7685,0.0,22.5483,-9999,-9999,-9999,-9999,25.3675,0.0,28.9345,-9999,-9999,-9999,-9999,11.0,3,25,23,0,0,-1.07907,0.0,-9999,-9999,-0.993041,0.0,-9999,-9999,-0.955948,0.0,0.0344085,-1.35247,-1.13885,-1.07907,-0.908649,-0.879293,-0.879293,-0.575872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48403,0.683611,0.0,-9999,-9999,-2.69623,1.56291,0.0,-9999,-9999,0.650869,0.874268,0.0,-9999,-9999,-2.70456,1.55311,0.0,-9999,-9999,0.189839,0.189839,0.498405,0.588462,0.814866,0.94317,1.18222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.15937,-2.92629,-2.92629,-2.49519,-2.40797,-2.40797,-2.40797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48181,0.449655,0.621132,0.0914278,0.0480494,0.088861,0.141215,0.533955,0.533955,1.17895,2.22297,1.4601,1.4427,1.57708,0.0713937,1.09596,1.30704,1.41325,1.41325,1.56088,1.75482,2.84092,2.25606,1.81274,1.71844,0.119647,0.393442,0.607513,1.28371,1.98994,2.25606,2.25606,2.78736,2.83948,3.40591,2.95698,0.0465036,2.56507,2.56507,2.83948,2.83948,3.28803,3.29301,3.48736,-9999,-9999
20090218,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.783,5.315,3.111,10.465,4.018,7.783,0.0,5.315,3.111,0.0,10.465,4.018,0.0,271.555,-9999,-9999,182.405,182.405,0.0,-9999,-9999,268.305,268.305,0.0,-9999,-9999,303.515,303.515,0.0,-9999,-9999,3.13,3.13,0.0,100.748,100.748,0.0,0.0,0.0,0.0,1.092,1.092,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.6464,0.0,22.5742,-9999,-9999,-9999,-9999,26.1831,0.0,30.085,-9999,-9999,-9999,-9999,11.0,3,25,23,0,0,-0.58795,0.0,-9999,-9999,-0.534042,0.0,-9999,-9999,-0.567929,0.0,0.0418751,-1.03902,-1.01251,-0.686956,-0.402019,-0.402019,-0.383326,-0.246697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00883,1.39916,0.0,-9999,-9999,-2.27898,2.0264,0.0,-9999,-9999,1.13505,1.43312,0.0,-9999,-9999,-2.30776,2.01976,0.0,-9999,-9999,0.221805,0.240887,0.732073,0.838017,1.00883,1.11644,1.24212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.83197,-2.40241,-2.33065,-1.84626,-1.71938,-1.71938,-1.71938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51318,0.478932,0.669625,0.101548,0.0517022,0.0938386,0.14639,0.568719,0.568719,1.22055,2.50171,0.964001,1.01297,1.23755,0.0848049,0.833347,0.964001,0.970738,0.970738,1.13286,1.46725,2.80149,2.27512,1.82804,1.77703,0.124377,0.396764,0.612643,1.29455,2.00674,2.27512,2.27512,3.02892,3.46113,4.87475,3.94923,0.0912937,3.27516,3.46113,3.46113,3.82325,4.48034,4.64292,4.96923,-9999,-9999
