TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20020308,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.781,-9.426,1.597,-5.993,2.088,-7.781,0.0,-9.426,1.597,0.0,-5.993,2.088,0.0,259.705,50.282,0.5625,129.678,129.151,0.5625,-9999,-9999,261.491,261.491,0.0,-9999,-9999,247.71,247.71,0.0,-9999,-9999,0.288,0.288,0.0,97.584,97.584,0.0,6.411,6.411,0.0,3.073,3.073,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-5.60758,0.0,16.6859,0.0,-9999,-9999,-9999,-9999,-9999,8.54709,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,23,0,0,-1.83932,0.0,-9999,-9999,-1.82963,0.0,-9999,-9999,-1.86318,0.0,0.023718,-2.49522,-1.89353,-1.83249,-1.82963,-1.81269,-1.81269,-1.80194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.121654,0.19274,0.0,-9999,-9999,-3.5668,3.68462,0.0,-9999,-9999,-0.103726,0.182843,0.0,-9999,-9999,-3.5668,3.68462,0.0,-9999,-9999,-0.255657,-0.130319,-0.109013,-0.103726,-0.0723882,-0.0723882,-0.0524934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.74021,-3.6664,-3.5668,-3.5668,-3.5668,-3.5668,-3.5668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57819,1.5605,1.6222,0.0224066,1.33294,1.50047,1.55588,1.57201,1.77229,1.79234,1.81212,3.40782,3.39013,3.48538,0.02138,3.32512,3.38392,3.39126,3.40826,3.58498,3.62481,3.67804,0.0909576,0.0655333,0.283196,0.194292,0.0655333,0.0732671,0.0811243,0.0909576,0.0958673,0.103112,0.124593,0.945009,0.926795,0.956323,0.0145994,0.926795,0.931203,0.931524,0.941734,0.945009,0.952662,0.978249,-9999,-9999
20020309,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-10.927,-10.958,3.222,-10.892,0.982,-10.927,0.0,-10.958,3.222,0.0,-10.892,0.982,0.0,262.985,86.309,0.5625,52.381,52.162,0.5625,-9999,-9999,253.693,253.693,0.0,-9999,-9999,237.995,237.995,0.0,-9999,-9999,0.096,0.096,0.0,96.76,96.76,0.0,14.715,14.715,0.0,4.35,4.35,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-3.82705,0.0,19.8506,0.0,-9999,-9999,-9999,-9999,-9999,24.0853,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,23,0,0,-2.65925,0.0,-9999,-9999,-2.65925,0.0,-9999,-9999,-2.60495,0.0,0.0421952,-3.44092,-2.93858,-2.65925,-2.65925,-2.4213,-2.4213,-2.31715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.93017,2.60875,0.0,-9999,-9999,-3.24997,3.12036,0.0,-9999,-9999,-1.93017,2.60875,0.0,-9999,-9999,-3.24997,3.12036,0.0,-9999,-9999,-3.0489,-2.43664,-1.93017,-1.93017,-1.48993,-1.48993,-1.29721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.60597,-3.26123,-3.24997,-3.24997,-3.24997,-3.24997,-3.24997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08877,1.08246,1.0831,0.00728684,0.971979,1.03803,1.05264,1.08573,1.12182,1.1284,1.13486,3.74801,3.7417,3.68805,0.0377397,3.35518,3.4674,3.54312,3.74005,3.74585,3.75057,3.99122,0.0765897,0.0551811,0.165775,0.0908209,0.0551811,0.0614992,0.068725,0.0765897,0.0804947,0.0876426,0.105676,0.624605,0.602543,0.632521,0.0136147,0.602543,0.607147,0.609037,0.620683,0.624605,0.633223,0.646031,-9999,-9999
20020310,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.869,-14.892,2.249,-12.758,2.984,-13.869,0.0,-14.892,2.249,0.0,-12.758,2.984,0.0,266.272,58.573,0.5625,181.729,180.5,0.5625,-9999,-9999,190.658,190.658,0.0,-9999,-9999,159.461,159.461,0.0,-9999,-9999,0.343,0.343,0.0,98.582,98.582,0.0,0.094,0.094,0.0,3.153,3.153,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-1.56991,0.0,23.4015,0.0,-9999,-9999,-9999,-9999,-9999,22.5741,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,23,0,0,-4.38505,0.0,-9999,-9999,-4.38505,0.0,-9999,-9999,-4.33385,0.0,0.0338511,-4.94017,-4.63498,-4.38505,-4.38505,-4.18221,-4.18221,-4.08742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.15589,0.395366,0.0,-9999,-9999,-6.47537,8.42996,0.0,-9999,-9999,-2.15589,0.395366,0.0,-9999,-9999,-6.47537,8.42996,0.0,-9999,-9999,-2.98102,-2.60968,-2.15589,-2.15589,-1.7806,-1.7806,-1.60522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.69488,-6.48475,-6.47537,-6.47537,-6.47537,-6.47537,-6.47537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734937,0.734542,0.710859,0.00418169,0.643381,0.692652,0.698197,0.713356,0.734658,0.734752,0.7348,5.11999,5.1196,5.04471,0.0355686,4.70822,4.88041,4.88103,5.1195,5.11986,5.14715,5.35093,0.0633148,0.0456166,0.105413,0.0433706,0.0456166,0.0506686,0.0568117,0.0633148,0.0663415,0.0731829,0.0880407,1.0866,1.07195,1.09945,0.0144231,1.07195,1.07526,1.07595,1.08393,1.0866,1.09319,1.12516,-9999,-9999
20020311,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.853,-12.497,2.313,-6.979,3.861,-9.853,0.0,-12.497,2.313,0.0,-6.979,3.861,0.0,269.565,50.282,0.5625,173.128,171.876,0.5625,-9999,-9999,211.97,211.97,0.0,-9999,-9999,186.013,186.013,0.0,-9999,-9999,0.553,0.553,0.0,97.926,97.926,0.0,0.164,0.164,0.0,0.993,0.993,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.94521,0.0,15.8182,0.0,-9999,-9999,-9999,-9999,-9999,11.1956,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,23,0,0,-2.55813,0.0,-9999,-9999,-2.55813,0.0,-9999,-9999,-2.53569,0.0,0.0472945,-3.61327,-2.75567,-2.55813,-2.55813,-2.32552,-2.32552,-2.26505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.45159,0.224915,0.0,-9999,-9999,-3.5668,3.68462,0.0,-9999,-9999,-1.45159,0.224915,0.0,-9999,-9999,-3.5668,3.68462,0.0,-9999,-9999,-2.32428,-1.72546,-1.45159,-1.45159,-1.02122,-1.02122,-0.909346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.74021,-3.6664,-3.5668,-3.5668,-3.5668,-3.5668,-3.5668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30107,1.28857,1.32726,0.0157265,1.11903,1.2409,1.28531,1.2967,1.43098,1.4457,1.46026,3.85919,3.8467,3.86295,0.0368342,3.54213,3.70885,3.75649,3.84749,3.85919,3.9535,4.07824,0.0814856,0.0587088,0.234526,0.15482,0.0587088,0.0655259,0.0729809,0.0814856,0.0857526,0.0928484,0.11206,1.06844,1.05309,1.08107,0.0145047,1.05309,1.05667,1.05719,1.06565,1.06844,1.07525,1.10631,-9999,-9999
20020312,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.06,-5.461,8.759,-0.45,6.492,-3.06,0.0,-5.461,8.759,0.0,-0.45,6.492,0.0,272.865,86.309,0.5625,128.715,127.709,0.5625,-9999,-9999,262.726,262.726,0.0,-9999,-9999,249.249,249.249,0.0,-9999,-9999,2.072,2.072,0.0,96.975,96.975,0.0,0.0,0.0,0.0,2.97,2.97,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-2.25999,0.0,21.5603,0.0,-9999,-9999,-9999,-9999,-9999,22.7605,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,23,0,0,-1.94523,0.0,-9999,-9999,-1.94523,0.0,-9999,-9999,-1.93569,0.0,0.0138135,-2.25015,-1.99506,-1.94931,-1.94523,-1.87362,-1.87362,-1.85277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.609098,0.127397,0.0,-9999,-9999,-3.24997,3.12036,0.0,-9999,-9999,-0.609098,0.127397,0.0,-9999,-9999,-3.24997,3.12036,0.0,-9999,-9999,-0.845734,-0.690937,-0.616635,-0.609098,-0.476602,-0.476602,-0.438016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.60597,-3.26123,-3.24997,-3.24997,-3.24997,-3.24997,-3.24997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74576,2.68606,3.04482,0.0921704,2.08547,2.55732,2.67059,2.72482,3.67468,3.7587,3.84263,4.69099,4.63129,4.98051,0.0824261,4.33067,4.51343,4.61582,4.67042,5.54831,5.63232,5.71625,0.111697,0.0804765,0.889932,0.780956,0.0804765,0.0903975,0.0985019,0.111697,0.118226,0.124888,0.151374,0.975212,0.956079,0.986659,0.0149555,0.956079,0.960694,0.961086,0.971783,0.975212,0.983202,1.0095,-9999,-9999
20020313,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.13,-3.828,4.465,-2.432,1.633,-3.13,0.0,-3.828,4.465,0.0,-2.432,1.633,0.0,276.169,58.573,0.541667,192.779,191.88,0.541667,-9999,-9999,229.713,229.713,0.0,-9999,-9999,208.118,208.118,0.0,-9999,-9999,1.111,1.111,0.0,97.109,97.109,0.0,0.0,0.0,0.0,2.377,2.377,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-1.77975,0.0,24.6771,0.0,-9999,-9999,-9999,-9999,-9999,22.2039,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,24,0,0,-3.45536,0.0,-9999,-9999,-3.44296,0.0,-9999,-9999,-3.44125,0.0,0.0102417,-3.66516,-3.49047,-3.45652,-3.44296,-3.4036,-3.4036,-3.37452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.494315,0.0458576,0.0,-9999,-9999,-6.16519,8.38353,0.0,-9999,-9999,-0.470411,0.0476511,0.0,-9999,-9999,-6.16519,8.38353,0.0,-9999,-9999,-0.6883,-0.552982,-0.496542,-0.470411,-0.394542,-0.394542,-0.338509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.37555,-6.17418,-6.16519,-6.16519,-6.16519,-6.16519,-6.16519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49731,2.45221,2.68744,0.0647927,1.96574,2.34273,2.44048,2.48153,3.13074,3.18814,3.24515,5.94027,5.89518,6.12869,0.057766,5.62693,5.79249,5.88345,5.93277,6.53434,6.57661,6.64875,0.111998,0.0806932,0.612269,0.502972,0.0806932,0.0905691,0.0989467,0.111998,0.11846,0.1255,0.152043,1.13007,1.11525,1.14353,0.0149451,1.11525,1.11855,1.11934,1.12737,1.13007,1.13679,1.1702,-9999,-9999
20020314,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.13,-9.77,1.573,-6.62,2.143,-8.13,0.0,-9.77,1.573,0.0,-6.62,2.143,0.0,279.476,50.282,0.520833,79.96,79.96,0.520833,-9999,-9999,253.046,253.046,0.0,-9999,-9999,237.189,237.189,0.0,-9999,-9999,0.287,0.287,0.0,97.805,97.805,0.0,5.759,5.759,0.0,2.539,2.539,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-4.9297,0.0,16.3322,0.0,-9999,-9999,-9999,-9999,-9999,9.9546,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23,25,0,0,-2.07702,0.0,-9999,-9999,-2.06286,0.0,-9999,-9999,-2.09984,0.0,0.0257492,-2.77689,-2.15888,-2.06941,-2.06286,-2.04327,-2.04327,-2.02309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.336972,0.0232874,0.0,-9999,-9999,-3.53288,3.72395,0.0,-9999,-9999,-0.308498,0.0218116,0.0,-9999,-9999,-3.53288,3.72395,0.0,-9999,-9999,-0.474497,-0.355905,-0.321675,-0.308498,-0.269102,-0.269102,-0.228516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.70127,-3.66693,-3.53288,-3.53288,-3.53288,-3.53288,-3.53288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51798,1.50187,1.5544,0.0201318,1.28985,1.44489,1.49766,1.51235,1.68842,1.70649,1.72429,3.58083,3.56472,3.65425,0.0212612,3.4933,3.56051,3.56575,3.58176,3.73169,3.76756,3.83141,0.0893684,0.0643883,0.265949,0.178586,0.0643883,0.0719635,0.0797707,0.0893684,0.0941645,0.101409,0.122508,0.809154,0.785557,0.819119,0.015591,0.785557,0.790685,0.792302,0.804951,0.809154,0.818534,0.837183,-9999,-9999
20020315,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.508,-8.842,1.484,-4.36,2.584,-6.508,0.0,-8.842,1.484,0.0,-4.36,2.584,0.0,282.786,91.223,0.520833,189.798,189.798,0.520833,-9999,-9999,221.523,221.523,0.0,-9999,-9999,197.915,197.915,0.0,-9999,-9999,0.912,0.912,0.0,97.774,97.774,0.0,5.074,5.074,0.0,2.371,2.371,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-3.42644,0.0,22.3429,0.0,-9999,-9999,-9999,-9999,-9999,24.3357,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23,25,0,0,-1.686,0.0,-9999,-9999,-1.67732,0.0,-9999,-9999,-1.68499,0.0,0.00939885,-1.93078,-1.69571,-1.6799,-1.67732,-1.66126,-1.66126,-1.65173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.114118,0.199459,0.0,-9999,-9999,-3.01445,3.11853,0.0,-9999,-9999,-0.0966652,0.18926,0.0,-9999,-9999,-3.01445,3.11853,0.0,-9999,-9999,-0.250389,-0.122377,-0.101857,-0.0966652,-0.0643696,-0.0643696,-0.0451959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.34197,-3.02481,-3.01445,-3.01445,-3.01445,-3.01445,-3.01445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81788,1.79338,1.89697,0.0326619,1.50038,1.72072,1.78699,1.80932,2.11877,2.14786,2.17663,3.4952,3.4707,3.58197,0.0281217,3.3819,3.43508,3.46431,3.48792,3.78003,3.80335,3.83957,0.0967413,0.0697005,0.361962,0.267449,0.0697005,0.0780191,0.0860334,0.0967413,0.102073,0.109281,0.132153,1.13573,1.11949,1.14937,0.0156099,1.11949,1.12325,1.12382,1.13277,1.13573,1.14296,1.17598,-9999,-9999
20020316,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.098,-9.764,4.408,-2.726,5.564,-6.098,0.0,-9.764,4.408,0.0,-2.726,5.564,0.0,286.097,63.846,0.520833,198.417,198.417,0.520833,-9999,-9999,208.289,208.289,0.0,-9999,-9999,181.428,181.428,0.0,-9999,-9999,1.212,1.212,0.0,98.705,98.705,0.0,0.0,0.0,0.0,1.334,1.334,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-2.46347,0.0,22.4986,0.0,-9999,-9999,-9999,-9999,-9999,24.4041,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23,25,0,0,-4.46278,0.0,-9999,-9999,-4.46278,0.0,-9999,-9999,-4.40266,0.0,0.0398262,-5.15876,-4.72938,-4.46278,-4.46278,-4.22399,-4.22399,-4.12118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.12981,2.62743,0.0,-9999,-9999,-6.29761,8.23368,0.0,-9999,-9999,-2.12981,2.62743,0.0,-9999,-9999,-6.29761,8.23368,0.0,-9999,-9999,-3.31,-2.65659,-2.12981,-2.12981,-1.64959,-1.64959,-1.44283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.49956,-6.30624,-6.29761,-6.29761,-6.29761,-6.29761,-6.29761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02319,1.98937,2.16349,0.0486506,1.61819,1.90304,1.98058,2.01135,2.49592,2.53995,2.58373,6.48597,6.45215,6.56615,0.0290175,6.12703,6.44336,6.45429,6.48597,6.71992,6.77695,6.80773,0.0984225,0.0709119,0.499145,0.403018,0.0709119,0.079445,0.0873487,0.0984225,0.103929,0.110903,0.134188,1.16523,1.14955,1.17917,0.0156149,1.14955,1.15308,1.15383,1.16237,1.16523,1.1723,1.20658,-9999,-9999
20020317,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.19,-6.091,2.78,-2.442,3.654,-4.19,0.0,-6.091,2.78,0.0,-2.442,3.654,0.0,289.408,54.762,0.520833,130.089,130.089,0.520833,-9999,-9999,253.095,253.095,0.0,-9999,-9999,237.25,237.25,0.0,-9999,-9999,1.015,1.015,0.0,98.377,98.377,0.0,0.0,0.0,0.0,1.536,1.536,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-4.43926,0.0,14.8513,0.0,-9999,-9999,-9999,-9999,-9999,10.2521,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23,25,0,0,-2.98885,0.0,-9999,-9999,-2.98885,0.0,-9999,-9999,-2.9749,0.0,0.0471447,-4.0348,-3.28882,-2.98885,-2.98885,-2.79953,-2.79953,-2.71125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.17075,0.409227,0.0,-9999,-9999,-3.53288,3.72395,0.0,-9999,-9999,-2.17075,0.409227,0.0,-9999,-9999,-3.53288,3.72395,0.0,-9999,-9999,-3.00426,-2.62831,-2.17075,-2.17075,-1.79001,-1.79001,-1.61247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.70127,-3.66693,-3.53288,-3.53288,-3.53288,-3.53288,-3.53288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2852,2.24646,2.44161,0.0549314,1.81994,2.1484,2.23638,2.27165,2.81715,2.86596,2.9144,5.27405,5.23531,5.41652,0.0380732,4.95639,5.22522,5.24676,5.30144,5.61668,5.71392,5.78272,0.107194,0.077232,0.537512,0.432869,0.077232,0.0866177,0.0948804,0.107194,0.1133,0.120392,0.14578,1.00484,0.983926,1.01685,0.0160525,0.983926,0.988877,0.989477,1.00109,1.00484,1.01351,1.0401,-9999,-9999
20020318,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.406,-5.08,2.127,0.053,4.035,-2.406,0.0,-5.08,2.127,0.0,0.053,4.035,0.0,292.718,97.01,0.520833,198.093,198.093,0.520833,-9999,-9999,242.445,242.445,0.0,-9999,-9999,223.981,223.981,0.0,-9999,-9999,1.255,1.255,0.0,98.406,98.406,0.0,0.0,0.0,0.0,0.756,0.756,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.89,0.0,21.5488,0.0,-9999,-9999,-9999,-9999,-9999,26.7635,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23,25,0,0,-2.34741,0.0,-9999,-9999,-2.34741,0.0,-9999,-9999,-2.30397,0.0,0.0325794,-2.95233,-2.48811,-2.34741,-2.34741,-2.13496,-2.13496,-2.0797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.44426,0.233418,0.0,-9999,-9999,-3.01445,3.11853,0.0,-9999,-9999,-1.44426,0.233418,0.0,-9999,-9999,-3.01445,3.11853,0.0,-9999,-9999,-2.30483,-1.71596,-1.44426,-1.44426,-1.01702,-1.01702,-0.905882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.34197,-3.02481,-3.01445,-3.01445,-3.01445,-3.01445,-3.01445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67538,2.62367,2.90725,0.0760749,2.07931,2.50354,2.61024,2.65727,3.42774,3.49565,3.56322,5.02279,4.97108,5.21121,0.0531099,4.7597,4.95764,4.98636,5.02408,5.5627,5.63061,5.69818,0.115122,0.082944,0.717557,0.605236,0.082944,0.093148,0.101567,0.115122,0.121826,0.128784,0.156081,1.16419,1.14835,1.17811,0.0156568,1.14835,1.15194,1.15265,1.1613,1.16419,1.17131,1.20549,-9999,-9999
20020319,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.88,-4.959,2.028,-0.967,1.529,-2.88,0.0,-4.959,2.028,0.0,-0.967,1.529,0.0,296.027,65.97,0.520833,109.29,109.29,0.520833,-9999,-9999,269.978,269.978,0.0,-9999,-9999,258.284,258.284,0.0,-9999,-9999,0.722,0.722,0.0,98.375,98.375,0.0,2.604,2.604,0.0,1.321,1.321,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-0.996764,0.0,24.2293,0.0,-9999,-9999,-9999,-9999,-9999,23.1854,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,23,25,0,0,-3.7088,0.0,-9999,-9999,-3.7088,0.0,-9999,-9999,-3.69723,0.0,0.0112705,-3.93713,-3.75486,-3.71287,-3.7088,-3.64236,-3.64236,-3.62302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61349,0.132111,0.0,-9999,-9999,-6.29761,8.23368,0.0,-9999,-9999,-0.61349,0.132111,0.0,-9999,-9999,-6.29761,8.23368,0.0,-9999,-9999,-0.85318,-0.696746,-0.621683,-0.61349,-0.47988,-0.47988,-0.440985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.49956,-6.30624,-6.29761,-6.29761,-6.29761,-6.29761,-6.29761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53163,2.48598,2.72283,0.0653924,1.99268,2.37502,2.4741,2.51565,3.17027,3.22803,3.28538,6.24043,6.19477,6.42007,0.0569313,5.92577,6.08859,6.1829,6.22473,6.81263,6.8704,6.92774,0.113172,0.0815385,0.613516,0.50308,0.0815385,0.0915289,0.0999527,0.113172,0.119714,0.126767,0.153591,0.935579,0.913175,0.946869,0.0160789,0.913175,0.918281,0.919333,0.931575,0.935579,0.944695,0.968252,-9999,-9999
